area_type,availability,location,size,society,total_sqft,bath,balcony,price,floor,furnishing
Built-up,Ready To Move,Pashan,4 BHK,Society1,1500,4,2,67.94,5th,Fully Furnished
Super Built-up,Under Construction,Hinjawadi,3 BHK,Society5,1200,4,1,91.05,Ground,Fully Furnished
Carpet,Under Construction,Baner,2 BHK,Society5,1000,3,1,97.77,Top,Semi-Furnished
Super Built-up,Ready To Move,Hadapsar,1 BHK,Society3,800,1,1,49.28,4th,Fully Furnished
Built-up,Under Construction,Shivaji Nagar,1 BHK,Society1,800,4,1,84.35,2nd,Unfurnished
Super Built-up,Under Construction,Viman Nagar,4 BHK,Society3,1500,3,1,102.25,5th,Fully Furnished
Carpet,Under Construction,Kothrud,3 BHK,Society2,1200,1,3,76.68,3rd,Unfurnished
Carpet,Under Construction,Kothrud,2 BHK,Society5,1000,1,3,72.16,1st,Semi-Furnished
Carpet,Ready To Move,Wakad,1 BHK,Society3,800,2,1,64.96,Ground,Fully Furnished
Carpet,Ready To Move,Pimpri-Chinchwad,2 BHK,Society3,1000,2,2,63.22,5th,Unfurnished
Built-up,Ready To Move,Wakad,2 BHK,Society4,1000,2,2,67.18,1st,Unfurnished
Carpet,Ready To Move,Hinjawadi,3 BHK,Society3,1200,1,2,90.91,3rd,Fully Furnished
Built-up,Under Construction,Magarpatta,2 BHK,Society2,1000,3,2,93.56,Ground,Fully Furnished
Built-up,Under Construction,Sadashiv Peth,3 BHK,Society3,1200,2,2,50.3,1st,Semi-Furnished
Built-up,Ready To Move,Magarpatta,4 BHK,Society4,1500,4,1,97.01,4th,Unfurnished
Super Built-up,Under Construction,Kharadi,3 BHK,Society2,1200,2,3,95.41,1st,Unfurnished
Super Built-up,Under Construction,Hadapsar,1 BHK,Society4,800,4,3,50.79,4th,Semi-Furnished
Super Built-up,Under Construction,Pimpri-Chinchwad,1 BHK,Society1,800,2,1,59.49,2nd,Fully Furnished
Built-up,Under Construction,Aundh,1 BHK,Society2,800,3,1,92.22,5th,Fully Furnished
Super Built-up,Under Construction,Pashan,1 BHK,Society1,800,4,1,60.6,1st,Semi-Furnished
Carpet,Ready To Move,Shivaji Nagar,1 BHK,Society5,800,1,2,85.28,2nd,Semi-Furnished
Super Built-up,Under Construction,Viman Nagar,3 BHK,Society1,1200,3,1,101.7,Ground,Unfurnished
Carpet,Ready To Move,Shivaji Nagar,4 BHK,Society2,1500,3,3,93.3,1st,Semi-Furnished
Carpet,Under Construction,Aundh,2 BHK,Society2,1000,4,3,94.68,4th,Unfurnished
Super Built-up,Ready To Move,Viman Nagar,4 BHK,Society4,1500,2,3,102.27,4th,Unfurnished
Carpet,Under Construction,Wakad,3 BHK,Society1,1200,4,3,71.84,Top,Unfurnished
Carpet,Ready To Move,Hadapsar,3 BHK,Society1,1200,4,2,55.67,2nd,Fully Furnished
Super Built-up,Under Construction,Kothrud,2 BHK,Society3,1000,2,3,72.6,1st,Unfurnished
Super Built-up,Ready To Move,Sadashiv Peth,1 BHK,Society1,800,4,3,44.4,Top,Semi-Furnished
Carpet,Under Construction,Aundh,1 BHK,Society1,800,1,2,91.5,5th,Semi-Furnished
Super Built-up,Ready To Move,Shivaji Nagar,3 BHK,Society1,1200,3,3,90.94,Top,Fully Furnished
Super Built-up,Ready To Move,Sadashiv Peth,1 BHK,Society3,800,3,1,45.28,Top,Unfurnished
Super Built-up,Under Construction,Pimpri-Chinchwad,4 BHK,Society1,1500,2,2,68.02,2nd,Fully Furnished
Carpet,Ready To Move,Hinjawadi,1 BHK,Society1,800,2,1,85.08,1st,Semi-Furnished
Built-up,Under Construction,Shivaji Nagar,2 BHK,Society3,1000,4,3,87.95,Top,Semi-Furnished
Super Built-up,Ready To Move,Viman Nagar,2 BHK,Society4,1000,1,3,98.46,Top,Semi-Furnished
Carpet,Under Construction,Magarpatta,2 BHK,Society4,1000,1,2,93.73,Top,Semi-Furnished
Super Built-up,Under Construction,Hinjawadi,2 BHK,Society2,1000,1,2,87.72,Top,Unfurnished
Carpet,Under Construction,Sadashiv Peth,4 BHK,Society1,1500,1,1,53.35,Ground,Unfurnished
Super Built-up,Ready To Move,Wakad,3 BHK,Society3,1200,3,1,71.73,1st,Unfurnished
Carpet,Under Construction,Viman Nagar,1 BHK,Society1,800,2,2,95.96,5th,Fully Furnished
Super Built-up,Ready To Move,Wakad,2 BHK,Society3,1000,1,3,67.78,2nd,Unfurnished
Built-up,Under Construction,Wakad,3 BHK,Society1,1200,2,1,71.33,4th,Unfurnished
Built-up,Ready To Move,Aundh,2 BHK,Society5,1000,4,2,95.24,5th,Semi-Furnished
Carpet,Under Construction,Viman Nagar,4 BHK,Society2,1500,4,2,103.44,3rd,Unfurnished
Carpet,Ready To Move,Pashan,2 BHK,Society4,1000,1,2,62.43,Ground,Semi-Furnished
Super Built-up,Under Construction,Hadapsar,2 BHK,Society3,1000,4,3,52.27,5th,Semi-Furnished
Built-up,Under Construction,Sadashiv Peth,4 BHK,Society4,1500,4,2,52.09,Ground,Unfurnished
Super Built-up,Under Construction,Viman Nagar,3 BHK,Society3,1200,1,1,101.28,Ground,Semi-Furnished
Super Built-up,Ready To Move,Hadapsar,4 BHK,Society3,1500,4,2,58.06,1st,Semi-Furnished
Carpet,Ready To Move,Sadashiv Peth,4 BHK,Society1,1500,3,1,52.7,3rd,Unfurnished
Carpet,Ready To Move,Magarpatta,1 BHK,Society4,800,3,3,89.11,4th,Semi-Furnished
Super Built-up,Ready To Move,Baner,4 BHK,Society1,1500,3,1,103.33,1st,Semi-Furnished
Built-up,Ready To Move,Viman Nagar,3 BHK,Society1,1200,1,1,101.14,3rd,Fully Furnished
Super Built-up,Under Construction,Kothrud,1 BHK,Society4,800,3,3,69.97,3rd,Fully Furnished
Super Built-up,Ready To Move,Shivaji Nagar,1 BHK,Society3,800,2,2,85.01,Top,Semi-Furnished
Carpet,Under Construction,Sadashiv Peth,4 BHK,Society4,1500,4,3,52.32,5th,Semi-Furnished
Built-up,Under Construction,Magarpatta,2 BHK,Society3,1000,2,1,92.69,4th,Fully Furnished
Super Built-up,Ready To Move,Baner,1 BHK,Society3,800,3,3,94.75,Ground,Fully Furnished
Built-up,Under Construction,Hadapsar,3 BHK,Society4,1200,2,2,56.83,3rd,Unfurnished
Built-up,Ready To Move,Sadashiv Peth,1 BHK,Society2,800,2,2,45.11,2nd,Unfurnished
Built-up,Ready To Move,Shivaji Nagar,3 BHK,Society2,1200,3,2,90.33,3rd,Semi-Furnished
Super Built-up,Ready To Move,Sadashiv Peth,3 BHK,Society4,1200,4,2,51.37,Top,Fully Furnished
Super Built-up,Under Construction,Aundh,3 BHK,Society3,1200,4,3,97.12,2nd,Unfurnished
Carpet,Ready To Move,Shivaji Nagar,1 BHK,Society2,800,2,1,84.09,3rd,Semi-Furnished
Built-up,Ready To Move,Aundh,4 BHK,Society3,1500,4,3,99.14,2nd,Semi-Furnished
Super Built-up,Under Construction,Pashan,4 BHK,Society1,1500,1,2,67.42,Top,Fully Furnished
Carpet,Ready To Move,Hinjawadi,1 BHK,Society1,800,1,3,84.49,Top,Semi-Furnished
Super Built-up,Under Construction,Shivaji Nagar,1 BHK,Society1,800,1,1,85.95,Top,Fully Furnished
Built-up,Ready To Move,Pimpri-Chinchwad,1 BHK,Society3,800,2,2,59.23,5th,Semi-Furnished
Super Built-up,Ready To Move,Baner,4 BHK,Society1,1500,3,2,103.86,4th,Semi-Furnished
Super Built-up,Under Construction,Pashan,4 BHK,Society1,1500,4,2,68.27,Ground,Fully Furnished
Super Built-up,Ready To Move,Hinjawadi,2 BHK,Society2,1000,2,3,88.77,5th,Unfurnished
Carpet,Ready To Move,Kharadi,3 BHK,Society1,1200,4,1,96.76,4th,Unfurnished
Super Built-up,Ready To Move,Magarpatta,1 BHK,Society5,800,4,2,90.08,1st,Semi-Furnished
Built-up,Ready To Move,Viman Nagar,4 BHK,Society2,1500,2,3,103.9,4th,Fully Furnished
Built-up,Ready To Move,Magarpatta,2 BHK,Society1,1000,2,2,92.92,Top,Semi-Furnished
Carpet,Under Construction,Aundh,2 BHK,Society3,1000,3,1,95.33,Ground,Unfurnished
Built-up,Under Construction,Shivaji Nagar,4 BHK,Society1,1500,4,2,92.96,3rd,Semi-Furnished
Carpet,Ready To Move,Pashan,3 BHK,Society4,1200,4,2,66.5,Ground,Unfurnished
Carpet,Under Construction,Viman Nagar,1 BHK,Society3,800,3,3,95.84,5th,Unfurnished
Super Built-up,Under Construction,Hadapsar,2 BHK,Society5,1000,1,3,53.7,Ground,Semi-Furnished
Carpet,Under Construction,Shivaji Nagar,4 BHK,Society3,1500,3,2,93.35,4th,Fully Furnished
Built-up,Under Construction,Sadashiv Peth,2 BHK,Society4,1000,2,3,48.95,1st,Fully Furnished
Super Built-up,Under Construction,Magarpatta,3 BHK,Society3,1200,2,2,96.92,5th,Fully Furnished
Carpet,Ready To Move,Hadapsar,3 BHK,Society5,1200,3,2,55.3,1st,Unfurnished
Built-up,Ready To Move,Baner,3 BHK,Society3,1200,2,3,100.83,1st,Fully Furnished
Super Built-up,Under Construction,Shivaji Nagar,3 BHK,Society4,1200,3,3,90.04,5th,Semi-Furnished
Built-up,Ready To Move,Aundh,2 BHK,Society2,1000,3,1,94.99,2nd,Semi-Furnished
Super Built-up,Under Construction,Kothrud,2 BHK,Society5,1000,2,3,73.94,4th,Semi-Furnished
Carpet,Ready To Move,Hadapsar,2 BHK,Society5,1000,2,1,53.6,1st,Fully Furnished
Built-up,Ready To Move,Aundh,1 BHK,Society5,800,4,1,92.26,Ground,Unfurnished
Super Built-up,Under Construction,Wakad,3 BHK,Society4,1200,1,3,70.83,4th,Unfurnished
Super Built-up,Ready To Move,Pimpri-Chinchwad,2 BHK,Society4,1000,3,1,63.52,2nd,Fully Furnished
Super Built-up,Ready To Move,Shivaji Nagar,3 BHK,Society3,1200,4,1,91.37,Top,Unfurnished
Built-up,Under Construction,Kharadi,4 BHK,Society5,1500,3,1,97.94,4th,Fully Furnished
Built-up,Under Construction,Magarpatta,4 BHK,Society2,1500,4,1,97.92,Top,Semi-Furnished
Super Built-up,Ready To Move,Hinjawadi,3 BHK,Society3,1200,2,3,91.92,Ground,Fully Furnished
Carpet,Ready To Move,Pashan,3 BHK,Society4,1200,1,3,66.21,3rd,Fully Furnished
Carpet,Ready To Move,Aundh,2 BHK,Society4,1000,1,2,94.98,Top,Fully Furnished
Carpet,Under Construction,Magarpatta,2 BHK,Society3,1000,3,3,93.26,5th,Fully Furnished
Built-up,Ready To Move,Shivaji Nagar,1 BHK,Society4,800,2,3,85.81,5th,Semi-Furnished
Built-up,Ready To Move,Hinjawadi,3 BHK,Society1,1200,3,1,90.63,Ground,Unfurnished
Super Built-up,Ready To Move,Aundh,3 BHK,Society5,1200,2,1,97.1,3rd,Fully Furnished
Carpet,Under Construction,Magarpatta,2 BHK,Society3,1000,2,2,92.29,5th,Fully Furnished
Carpet,Under Construction,Hinjawadi,3 BHK,Society3,1200,3,2,91.05,4th,Unfurnished
Super Built-up,Under Construction,Hinjawadi,3 BHK,Society1,1200,2,3,90.9,Ground,Semi-Furnished
Super Built-up,Under Construction,Sadashiv Peth,1 BHK,Society3,800,3,1,45.94,1st,Unfurnished
Carpet,Ready To Move,Baner,2 BHK,Society4,1000,1,2,97.32,2nd,Unfurnished
Carpet,Under Construction,Hadapsar,3 BHK,Society5,1200,3,2,56.88,4th,Unfurnished
Built-up,Under Construction,Shivaji Nagar,4 BHK,Society2,1500,2,2,92.12,Ground,Semi-Furnished
Super Built-up,Ready To Move,Sadashiv Peth,1 BHK,Society1,800,3,3,45.64,1st,Semi-Furnished
Carpet,Under Construction,Magarpatta,3 BHK,Society4,1200,2,2,95.23,2nd,Semi-Furnished
Super Built-up,Ready To Move,Hadapsar,3 BHK,Society4,1200,4,1,55.6,2nd,Unfurnished
Super Built-up,Ready To Move,Pashan,1 BHK,Society2,800,1,1,59.5,Top,Semi-Furnished
Built-up,Ready To Move,Pashan,3 BHK,Society1,1200,3,3,66.46,5th,Unfurnished
Built-up,Under Construction,Aundh,1 BHK,Society1,800,4,2,92.48,1st,Unfurnished
Carpet,Under Construction,Shivaji Nagar,2 BHK,Society5,1000,2,2,87.44,5th,Semi-Furnished
Built-up,Ready To Move,Pashan,1 BHK,Society4,800,2,1,60.27,Ground,Fully Furnished
Super Built-up,Under Construction,Kothrud,2 BHK,Society5,1000,1,1,73.41,1st,Unfurnished
Built-up,Under Construction,Aundh,2 BHK,Society1,1000,3,3,95.21,Ground,Unfurnished
Built-up,Under Construction,Pashan,1 BHK,Society3,800,2,2,59.82,1st,Fully Furnished
Super Built-up,Ready To Move,Baner,1 BHK,Society3,800,1,2,95.7,5th,Unfurnished
Super Built-up,Under Construction,Hinjawadi,3 BHK,Society4,1200,1,2,90.42,1st,Fully Furnished
Built-up,Under Construction,Kothrud,4 BHK,Society3,1500,1,2,77.76,3rd,Semi-Furnished
Carpet,Under Construction,Hinjawadi,4 BHK,Society3,1500,2,1,92.79,4th,Semi-Furnished
Built-up,Ready To Move,Pashan,3 BHK,Society3,1200,1,3,66.04,1st,Fully Furnished
Built-up,Under Construction,Sadashiv Peth,4 BHK,Society5,1500,2,1,52.69,Ground,Semi-Furnished
Super Built-up,Ready To Move,Kharadi,4 BHK,Society5,1500,4,1,97.62,Ground,Fully Furnished
Carpet,Under Construction,Shivaji Nagar,1 BHK,Society2,800,3,1,84.9,Ground,Unfurnished
Carpet,Under Construction,Hinjawadi,1 BHK,Society4,800,2,2,84.41,2nd,Fully Furnished
Carpet,Under Construction,Kharadi,1 BHK,Society5,800,2,3,89.2,Ground,Fully Furnished
Built-up,Under Construction,Magarpatta,4 BHK,Society5,1500,4,1,98.76,1st,Fully Furnished
Super Built-up,Under Construction,Kharadi,4 BHK,Society2,1500,4,1,97.18,2nd,Fully Furnished
Built-up,Under Construction,Shivaji Nagar,1 BHK,Society2,800,2,1,84.13,Top,Fully Furnished
Built-up,Under Construction,Pashan,4 BHK,Society3,1500,3,1,67.01,2nd,Semi-Furnished
Super Built-up,Ready To Move,Aundh,3 BHK,Society1,1200,4,3,97.19,Ground,Fully Furnished
Carpet,Ready To Move,Kharadi,3 BHK,Society2,1200,1,2,96.04,5th,Fully Furnished
Super Built-up,Ready To Move,Aundh,2 BHK,Society2,1000,2,1,95.05,5th,Semi-Furnished
Carpet,Ready To Move,Baner,3 BHK,Society2,1200,4,3,100.37,3rd,Unfurnished
Built-up,Ready To Move,Viman Nagar,3 BHK,Society4,1200,4,3,100.59,1st,Fully Furnished
Built-up,Ready To Move,Hadapsar,3 BHK,Society5,1200,4,1,56.37,Top,Semi-Furnished
Super Built-up,Under Construction,Sadashiv Peth,2 BHK,Society4,1000,4,2,48.48,4th,Semi-Furnished
Built-up,Ready To Move,Kharadi,4 BHK,Society4,1500,2,2,97.74,Top,Unfurnished
Carpet,Ready To Move,Baner,1 BHK,Society4,800,3,1,95.89,Ground,Semi-Furnished
Carpet,Under Construction,Kharadi,2 BHK,Society3,1000,4,3,92.08,Ground,Unfurnished
Super Built-up,Under Construction,Shivaji Nagar,1 BHK,Society3,800,1,1,85.18,1st,Fully Furnished
Super Built-up,Ready To Move,Hinjawadi,1 BHK,Society4,800,2,2,84.62,5th,Semi-Furnished
Built-up,Ready To Move,Aundh,3 BHK,Society3,1200,1,1,98.38,Top,Unfurnished
Built-up,Under Construction,Hadapsar,2 BHK,Society2,1000,4,1,53.95,5th,Unfurnished
Built-up,Ready To Move,Kharadi,4 BHK,Society2,1500,4,2,97.7,4th,Semi-Furnished
Built-up,Under Construction,Baner,3 BHK,Society3,1200,1,1,101.11,3rd,Semi-Furnished
Super Built-up,Under Construction,Sadashiv Peth,1 BHK,Society5,800,4,3,45.03,2nd,Fully Furnished
Carpet,Ready To Move,Hinjawadi,4 BHK,Society2,1500,1,3,92.72,4th,Semi-Furnished
Built-up,Under Construction,Hinjawadi,1 BHK,Society5,800,1,1,84.24,Top,Unfurnished
Carpet,Ready To Move,Shivaji Nagar,3 BHK,Society5,1200,1,1,90.22,Ground,Semi-Furnished
Carpet,Ready To Move,Viman Nagar,2 BHK,Society3,1000,3,1,98.31,1st,Unfurnished
Super Built-up,Ready To Move,Pimpri-Chinchwad,3 BHK,Society3,1200,3,3,66.39,3rd,Semi-Furnished
Carpet,Under Construction,Baner,1 BHK,Society4,800,1,2,94.19,2nd,Fully Furnished
Super Built-up,Under Construction,Hadapsar,2 BHK,Society1,1000,1,3,52.78,Ground,Semi-Furnished
Super Built-up,Ready To Move,Pashan,2 BHK,Society1,1000,4,2,62.37,1st,Fully Furnished
Super Built-up,Under Construction,Hadapsar,4 BHK,Society2,1500,3,1,58.12,4th,Fully Furnished
Carpet,Under Construction,Baner,1 BHK,Society2,800,1,3,95.72,5th,Unfurnished
Super Built-up,Under Construction,Hinjawadi,2 BHK,Society4,1000,2,3,88.47,Ground,Semi-Furnished
Super Built-up,Under Construction,Aundh,1 BHK,Society4,800,4,2,91.78,1st,Semi-Furnished
Carpet,Ready To Move,Wakad,4 BHK,Society5,1500,3,3,73.06,Ground,Fully Furnished
Carpet,Under Construction,Magarpatta,2 BHK,Society3,1000,4,1,92.53,4th,Unfurnished
Built-up,Ready To Move,Pashan,4 BHK,Society3,1500,1,3,67.98,4th,Semi-Furnished
Carpet,Under Construction,Pimpri-Chinchwad,3 BHK,Society3,1200,3,1,66.08,4th,Fully Furnished
Built-up,Ready To Move,Magarpatta,4 BHK,Society3,1500,4,2,98.57,Ground,Semi-Furnished
Super Built-up,Ready To Move,Hinjawadi,2 BHK,Society4,1000,4,3,88.26,Top,Fully Furnished
Built-up,Under Construction,Hinjawadi,4 BHK,Society5,1500,2,1,93.26,4th,Unfurnished
Built-up,Under Construction,Hinjawadi,1 BHK,Society4,800,2,2,84.54,2nd,Semi-Furnished
Built-up,Under Construction,Kothrud,3 BHK,Society2,1200,1,2,75.69,4th,Semi-Furnished
Super Built-up,Under Construction,Baner,1 BHK,Society1,800,4,3,94.74,4th,Unfurnished
Super Built-up,Under Construction,Wakad,2 BHK,Society5,1000,3,1,68.85,5th,Fully Furnished
Built-up,Ready To Move,Magarpatta,4 BHK,Society1,1500,1,2,98.92,Ground,Semi-Furnished
Super Built-up,Ready To Move,Viman Nagar,1 BHK,Society5,800,1,3,95.86,5th,Fully Furnished
Built-up,Ready To Move,Sadashiv Peth,3 BHK,Society4,1200,3,2,51.41,2nd,Fully Furnished
Carpet,Under Construction,Pimpri-Chinchwad,3 BHK,Society3,1200,1,2,65.03,2nd,Unfurnished
Carpet,Ready To Move,Wakad,3 BHK,Society1,1200,4,3,71.8,2nd,Semi-Furnished
Carpet,Ready To Move,Kharadi,4 BHK,Society1,1500,2,1,98.81,3rd,Semi-Furnished
Carpet,Ready To Move,Kothrud,2 BHK,Society4,1000,4,1,72.83,Top,Fully Furnished
Carpet,Under Construction,Pashan,3 BHK,Society1,1200,2,1,66.06,3rd,Fully Furnished
Carpet,Under Construction,Sadashiv Peth,1 BHK,Society2,800,2,1,44.11,2nd,Semi-Furnished
Built-up,Ready To Move,Pimpri-Chinchwad,3 BHK,Society2,1200,4,3,65.44,1st,Semi-Furnished
Super Built-up,Under Construction,Viman Nagar,4 BHK,Society2,1500,4,3,102.05,3rd,Semi-Furnished
Carpet,Ready To Move,Wakad,4 BHK,Society4,1500,4,3,73.83,Top,Unfurnished
Carpet,Ready To Move,Kharadi,4 BHK,Society4,1500,1,3,98.69,Ground,Fully Furnished
Built-up,Ready To Move,Shivaji Nagar,3 BHK,Society4,1200,2,1,91.58,4th,Fully Furnished
Carpet,Under Construction,Viman Nagar,3 BHK,Society2,1200,1,1,100.32,2nd,Fully Furnished
Super Built-up,Ready To Move,Magarpatta,3 BHK,Society1,1200,1,3,96.68,1st,Unfurnished
Super Built-up,Under Construction,Kharadi,3 BHK,Society3,1200,1,3,95.42,Ground,Semi-Furnished
Built-up,Under Construction,Pashan,1 BHK,Society2,800,3,1,60.19,Top,Unfurnished
Built-up,Under Construction,Baner,4 BHK,Society2,1500,1,2,102.36,Ground,Fully Furnished
Built-up,Under Construction,Shivaji Nagar,2 BHK,Society4,1000,3,2,87.15,Top,Semi-Furnished
Built-up,Ready To Move,Pimpri-Chinchwad,1 BHK,Society5,800,1,2,60.09,Ground,Semi-Furnished
Built-up,Under Construction,Magarpatta,2 BHK,Society5,1000,4,1,92.11,Ground,Semi-Furnished
Carpet,Ready To Move,Aundh,1 BHK,Society2,800,2,2,92.49,Ground,Unfurnished
Super Built-up,Ready To Move,Kothrud,1 BHK,Society5,800,3,1,70.41,4th,Fully Furnished
Super Built-up,Under Construction,Pimpri-Chinchwad,4 BHK,Society2,1500,1,3,67.25,Ground,Fully Furnished
Super Built-up,Ready To Move,Sadashiv Peth,3 BHK,Society4,1200,1,3,51.29,5th,Unfurnished
Super Built-up,Under Construction,Kharadi,1 BHK,Society5,800,4,3,89.32,Top,Unfurnished
Built-up,Ready To Move,Aundh,3 BHK,Society4,1200,1,3,97.36,1st,Semi-Furnished
Carpet,Ready To Move,Sadashiv Peth,3 BHK,Society5,1200,2,2,50.14,2nd,Unfurnished
Super Built-up,Under Construction,Aundh,3 BHK,Society2,1200,1,3,97.26,Ground,Fully Furnished
Super Built-up,Ready To Move,Baner,4 BHK,Society3,1500,4,1,102.83,4th,Fully Furnished
Built-up,Under Construction,Aundh,1 BHK,Society3,800,2,1,91.3,Ground,Semi-Furnished
Carpet,Ready To Move,Pashan,3 BHK,Society2,1200,2,2,66.45,3rd,Fully Furnished
Super Built-up,Ready To Move,Pashan,4 BHK,Society3,1500,4,1,67.5,4th,Semi-Furnished
Super Built-up,Ready To Move,Baner,1 BHK,Society3,800,2,2,94.22,Top,Fully Furnished
Carpet,Ready To Move,Kothrud,1 BHK,Society4,800,1,1,70,Top,Semi-Furnished
Carpet,Under Construction,Shivaji Nagar,3 BHK,Society4,1200,2,3,91.42,3rd,Semi-Furnished
Super Built-up,Ready To Move,Pashan,1 BHK,Society2,800,1,2,59.11,3rd,Unfurnished
Super Built-up,Ready To Move,Pimpri-Chinchwad,2 BHK,Society4,1000,4,2,63.4,Ground,Fully Furnished
Super Built-up,Ready To Move,Aundh,1 BHK,Society5,800,2,3,92.61,5th,Fully Furnished
Built-up,Ready To Move,Pashan,4 BHK,Society4,1500,2,2,67.69,Ground,Unfurnished
Super Built-up,Ready To Move,Pimpri-Chinchwad,3 BHK,Society1,1200,3,3,66.13,1st,Semi-Furnished
Built-up,Under Construction,Hadapsar,4 BHK,Society1,1500,4,2,57.96,2nd,Semi-Furnished
Super Built-up,Ready To Move,Pimpri-Chinchwad,3 BHK,Society2,1200,4,3,66.42,Top,Fully Furnished
Built-up,Ready To Move,Sadashiv Peth,4 BHK,Society4,1500,2,3,52.93,2nd,Fully Furnished
Super Built-up,Ready To Move,Pashan,2 BHK,Society4,1000,4,1,63.24,1st,Fully Furnished
Super Built-up,Ready To Move,Hadapsar,4 BHK,Society2,1500,2,1,58.44,3rd,Unfurnished
Built-up,Ready To Move,Baner,2 BHK,Society1,1000,4,2,97.67,Ground,Semi-Furnished
Super Built-up,Ready To Move,Magarpatta,2 BHK,Society1,1000,3,2,93.71,2nd,Unfurnished
Built-up,Under Construction,Aundh,4 BHK,Society1,1500,4,2,100.77,4th,Fully Furnished
Super Built-up,Under Construction,Wakad,1 BHK,Society2,800,4,3,65.92,5th,Semi-Furnished
Built-up,Ready To Move,Sadashiv Peth,3 BHK,Society4,1200,4,2,51.5,3rd,Semi-Furnished
Super Built-up,Ready To Move,Aundh,1 BHK,Society4,800,2,2,92.83,5th,Unfurnished
Super Built-up,Ready To Move,Baner,4 BHK,Society5,1500,2,3,103.24,Top,Fully Furnished
Built-up,Under Construction,Baner,3 BHK,Society5,1200,1,3,101.65,5th,Unfurnished
Carpet,Under Construction,Sadashiv Peth,4 BHK,Society4,1500,1,1,53.34,2nd,Unfurnished
Carpet,Under Construction,Shivaji Nagar,4 BHK,Society5,1500,1,3,92.19,2nd,Semi-Furnished
Carpet,Under Construction,Pimpri-Chinchwad,1 BHK,Society5,800,4,1,60.27,Ground,Unfurnished
Carpet,Under Construction,Aundh,1 BHK,Society3,800,3,3,91.72,5th,Semi-Furnished
Carpet,Ready To Move,Hadapsar,1 BHK,Society3,800,1,2,49.79,3rd,Semi-Furnished
Super Built-up,Under Construction,Shivaji Nagar,4 BHK,Society5,1500,3,3,93.72,5th,Semi-Furnished
Super Built-up,Ready To Move,Sadashiv Peth,4 BHK,Society5,1500,1,2,53.11,Top,Semi-Furnished
Built-up,Ready To Move,Kothrud,4 BHK,Society2,1500,1,2,78.24,5th,Unfurnished
Super Built-up,Under Construction,Viman Nagar,2 BHK,Society4,1000,2,1,98.96,2nd,Unfurnished
Carpet,Under Construction,Pimpri-Chinchwad,2 BHK,Society4,1000,1,1,62.35,3rd,Semi-Furnished
Built-up,Ready To Move,Wakad,3 BHK,Society5,1200,2,2,71.44,1st,Unfurnished
Carpet,Ready To Move,Kothrud,2 BHK,Society2,1000,3,3,73.77,Top,Unfurnished
Super Built-up,Under Construction,Kharadi,1 BHK,Society3,800,4,3,90.7,4th,Semi-Furnished
Built-up,Ready To Move,Magarpatta,4 BHK,Society4,1500,1,2,98.65,1st,Semi-Furnished
Built-up,Under Construction,Viman Nagar,2 BHK,Society1,1000,1,3,97.82,Ground,Unfurnished
Super Built-up,Ready To Move,Wakad,3 BHK,Society4,1200,2,3,71.24,Top,Semi-Furnished
Built-up,Ready To Move,Aundh,4 BHK,Society1,1500,3,1,99.52,4th,Fully Furnished
Built-up,Under Construction,Kharadi,4 BHK,Society4,1500,4,3,97.42,5th,Semi-Furnished
Super Built-up,Under Construction,Hadapsar,3 BHK,Society5,1200,2,1,55.29,Top,Unfurnished
Built-up,Under Construction,Baner,4 BHK,Society4,1500,4,3,102.72,5th,Fully Furnished
Super Built-up,Under Construction,Pimpri-Chinchwad,3 BHK,Society1,1200,2,1,65.13,2nd,Unfurnished
Super Built-up,Under Construction,Pimpri-Chinchwad,3 BHK,Society3,1200,2,2,66.08,2nd,Fully Furnished
Super Built-up,Under Construction,Viman Nagar,3 BHK,Society2,1200,3,1,101.75,3rd,Semi-Furnished
Super Built-up,Under Construction,Magarpatta,3 BHK,Society5,1200,4,1,95.05,Ground,Fully Furnished
Built-up,Ready To Move,Sadashiv Peth,3 BHK,Society4,1200,3,1,50.2,Top,Unfurnished
